reranked_order,definition_id,example_sn,example_cn,example_en,example_img,pinyin_id,hanzi,frequency_rank
245,560112,1,通过实践获得的感性认识非常重要。,Perceptual knowledge gained through practice is very important.,,56011,认识,41
246,4815,1,近年来，科技的发展速度令人惊叹。,"In recent years, the speed of technological development has been astonishing.",,481,年,42
247,4812,1,年会是公司每年最重要的活动之一。,The annual meeting is one of the most important events of the company every year.,,481,年,42
248,4813,1,他的年纪看起来比实际年龄要大一些。,His age appears to be older than his actual age.,,481,年,42
249,4811,1,今年的天气比往年更加暖和。,The weather this year is warmer than in previous years.,,481,年,42
250,4820,1,年老师是我们学校最受尊敬的老教师之一。,Teacher Nian is one of the most respected senior teachers in our school.,,481,年,42
251,4819,1,他是一位年兄，大家对他都很尊敬。,"He is a senior fellow student, and everyone respects him.",,481,年,42
252,4816,1,今年的年成非常好，农民们都喜笑颜开。,"This year's harvest is excellent, and the farmers are all smiles.",,481,年,42
253,4817,1,新年到了，家家户户都贴上了春联。,"The New Year has arrived, and every household has put up Spring Festival couplets.",,481,年,42
254,4814,1,童年的记忆总是充满了快乐和无忧无虑。,Childhood memories are always filled with happiness and carefree times.,,481,年,42
255,4818,1,春节时吃年糕象征着年年高升。,Eating New Year cake during the Spring Festival symbolizes rising every year.,,481,年,42
256,5140,1,这只小鸟已经养家了，放了它也不会飞走。,"This little bird has already become domesticated; even if you release it, it won't fly away.",,513,家,43
257,5141,1,一家人家住在山脚下，过着平静的生活。,"A family lives at the foot of the mountain, leading a peaceful life.",,513,家,43
258,5134,1,农家的生活虽然简朴，却充满了田园的乐趣。,"Although the life of a farming family is simple, it is full of pastoral pleasures.",,513,家,43
259,5137,1,上家的出价已经超出了我们的预算。,The previous bidder's offer has exceeded our budget.,,513,家,43
260,5135,1,这位专家在领域内有着很高的声望。,This expert has a high reputation in the field.,,513,家,43
261,5139,1,这些家畜是农民们重要的经济来源。,These domestic animals are an important economic resource for farmers.,,513,家,43
262,5138,1,家父一直教导我要诚实守信。,My father has always taught me to be honest and trustworthy.,,513,家,43
263,5131,1,我家有五口人，生活得很幸福。,"There are five people in my family, and we live very happily.",,513,家,43
264,5136,1,儒家思想对中国文化产生了深远的影响。,Confucian thought has had a profound impact on Chinese culture.,,513,家,43
265,5133,1,张主任今天不在家，去市里开会了。,"Director Zhang is not in his office today, he went to the city for a meeting.",,513,家,43
266,5111,1,女人家通常比较细心，做事也更周到。,Women are usually more careful and thorough in doing things.,,511,家,43
267,5112,1,秋生家住在村头，门前有一棵大槐树。,"Qiusheng's family lives at the entrance of the village, with a big locust tree in front of the door.",,511,家,43
268,5132,1,天色已晚，他决定回家休息。,"It was getting dark, so he decided to go home and rest.",,513,家,43
269,5142,1,家先生是我们公司新聘请的财务总监。,Mr. Jia is the new financial director hired by our company.,,513,家,43
270,559111,1,姑娘多大了，有朋友了没有？这是亲戚们常问的问题。,"How old is the girl, and does she have a boyfriend? This is a question relatives often ask.",,55911,朋友,44
271,559112,1,姑娘多大了，有朋友了没有？这是亲戚们常问的问题。,"How old is the girl, and does she have a boyfriend? This is a question relatives often ask.",,55911,朋友,44
272,5311,1,手里拿着一本书，他静静地坐在窗边。,"Holding a book in his hand, he sat quietly by the window.",,531,里,45
273,5323,1,邻里之间的关系非常和睦，大家互帮互助。,"The relationship between neighbors is very harmonious, with everyone helping each other.",,532,里,45
274,5326,1,里先生是我们社区最受尊敬的老人之一。,Mr. Li is one of the most respected elders in our community.,,532,里,45
275,5327,1,从我家到学校大约有两里路，我每天步行上学。,"It is about two 'li' from my home to school, and I walk to school every day.",,532,里,45
276,5312,1,这里的风景非常优美，吸引了许多游客前来观赏。,"The scenery here is very beautiful, attracting many tourists to come and admire it.",,531,里,45
277,5324,1,故里的一切都让他感到熟悉而亲切。,Everything in his hometown felt familiar and dear to him.,,532,里,45
278,5325,1,古代二十五家为一里，是一种基层行政单位。,"In ancient times, twenty-five households formed a 'li', which was a basic administrative unit.",,532,里,45
279,5322,1,里屋传来一阵阵笑声，显得格外温馨。,"Bursts of laughter came from the inner room, creating an especially warm atmosphere.",,532,里,45
280,564811,1,新建的社区医院为附近居民提供了便捷的医疗服务。,The newly built community hospital provides convenient medical services for nearby residents.,,56481,医院,46
281,5415,1,他比我强多了，我还有很多需要学习的地方。,He is much stronger than me; I still have a lot to learn.,,541,多,47
282,5413,1,他总是多心，对别人的话过于敏感。,He is always overthinking and overly sensitive to what others say.,,541,多,47
283,5411,1,多年的经验使他在处理问题时更加从容不迫。,Years of experience have made him more composed when dealing with problems.,,541,多,47
284,5414,1,他已经五十多岁了，但依然精神矍铄。,"He is already in his fifties, but he remains energetic.",,541,多,47
285,5412,1,这句话多了一个字，显得有些冗长。,"This sentence has one extra word, making it a bit lengthy.",,541,多,47
286,5416,1,多先生是我们公司的财务总监，工作非常认真。,Mr. Duo is the financial director of our company and works very diligently.,,541,多,47
287,5419,1,无论山有多高，路有多陡，他总是走在前面，为大家开路。,"No matter how high the mountain or how steep the road, he always walks ahead, paving the way for everyone.",,541,多,47
288,5418,1,你看他老人家多有精神！真是令人敬佩。,Look how energetic the elderly man is! It's truly admirable.,,541,多,47
289,5417,1,你猜他多大年纪？看起来非常年轻。,Can you guess how old he is? He looks very young.,,541,多,47
290,566111,1,昨天我在图书馆借了三本关于中国历史的书。,Yesterday I borrowed three books about Chinese history from the library.,,56611,昨天,48
291,563211,1,今天下午三点我们有个重要的会议要参加。,We have an important meeting to attend at 3 pm this afternoon.,,56321,下午,49
292,2000005,1,医生建议每次刷牙至少要持续两分钟才能彻底清洁。,Doctors recommend brushing teeth for at least two minutes to clean thoroughly.,,200033,分钟,50
293,554212,1,我知道多少说多少，绝不隐瞒任何细节。,I will tell you everything I know without hiding any details.,,55421,多少,51
294,554211,1,这个村子有多少人家？据说有五十多户。,How many families are there in this village? It is said that there are more than fifty households.,,55421,多少,51
295,554223,1,一立秋，天气多少有点凉意了。,"Once the autumn begins, the weather becomes a bit cooler.",,55422,多少,51
296,554221,1,这些物品的数量多少不等，长短不齐。,"The quantities of these items vary, and their lengths are uneven.",,55422,多少,51
297,554222,1,这句话多少有点道理。,This sentence makes some sense.,,55422,多少,51
298,558212,1,展望美好的明天，我们充满了信心和希望。,"Looking forward to a bright future, we are full of confidence and hope.",,55821,明天,52
299,558211,1,展望美好的明天，我们充满了信心和希望。,"Looking forward to a bright future, we are full of confidence and hope.",,55821,明天,52
300,2060339,1,周末我们全家去电影院看了一场精彩的电影。,Our whole family went to the cinema to watch a wonderful movie on the weekend.,,55361,电影,53
301,556911,1,老师耐心地解答了学生们提出的所有问题。,The teacher patiently answered all the questions raised by the students.,,55691,老师,54
302,6511,1,那女士是我们学校的资深语文教师。,Ms. Na is a senior Chinese language teacher at our school.,,651,那,55
303,6531,1,那棵树已经在这里生长了上百年，是村里的标志。,That tree has been growing here for over a hundred years and is a landmark of the village.,,653,那,55
304,6541,1,那老头儿每天早晨都会去公园散步。,That old man goes for a walk in the park every morning.,,654,那,55
305,6521,1,那本书的内容非常有趣，我一口气读完了。,"The content of that book is very interesting, and I finished it in one go.",,652,那,55
