definition_id,hanzi,pinyin,pos,definition_cn,example_1,example_2,better
2313,以,yǐ,介词,由于...原因,何以知之？是因为他亲眼目睹了整个过程。,他以勤奋著称，深受同事们的尊敬。,2
2314,以,yǐ,介词,为了...目的,通过学习，我们可以以广视听，增长见识。,我们努力学习，以提高自己的专业水平。,2
2315,以,yǐ,介词,在...时间,中华人民共和国以1949年10月1日宣告成立，这一天被定为国庆节。,此政策自2020年1月1日起实施。,1
2316,以,yǐ,连词,连接词（同‘而’）,"城高以厚,地广以深。",他聪明以勤奋，很快就在公司脱颖而出。,2
2317,以,yǐ,介词,构成方位词表示界限,我以前从未去过北京。,这个房间以南是宽敞的阳台，采光很好。,2
2411,到,dào,动词,抵达某地或达到某种程度,这个项目已经到期了。,我们终于到达了山顶，眼前的景色美不胜收。,2
2412,到,dào,动词,前往某地,周末我们计划到郊外去野餐。,他决定到国外深造，学习更先进的技术。,2
2413,到,dào,动词,用作动词补语，表示动作完成或有结果,我看到远处有一只小鸟在飞翔。,我找了半天才找到那本丢失的书。,2
2414,到,dào,形容词,考虑周全，细致,他想得很到位，考虑到了每一个细节。,他的考虑非常周到，连细节都安排得很妥当。,2
2511,国,guó,名词,主权政治实体,国内的经济发展迅速。,我们的国家正在快速发展，人民生活水平不断提高。,2
2512,国,guó,形容词,国家层面的,国徽象征着国家的尊严和权威。,五星红旗是中华人民共和国的国旗，象征着国家的尊严。,2
2513,国,guó,名词,国家级的,这位医生是全国闻名的国手。,这款国产手机的性能已经达到了国际一流水平。,2
2514,国,guó,名词,指国家，特指中国,国产的产品质量有了很大提升。,春节期间，国人都喜欢回家与亲人团聚。,2
2611,时,shí,名词,较长的一段时间,古时的人们靠天吃饭。,经过长时间的等待，我们终于等到了好消息。,2
2612,时,shí,名词,规定的时间,按时上班是对员工的基本要求。,火车准时到达，没有延误一分钟。,2
2613,时,shí,名词,季节,一年有四时：春夏秋冬。,春天是万物复苏的季节，充满了生机。,2
2614,时,shí,名词,当前；现在,时下流行简约风格的装修。,时下年轻人最喜欢的社交平台是微信和抖音。,2
2615,时,shí,名词,时尚；潮流,她的穿着非常入时，总是引领潮流。,穿汉服拍照已成为一种新的时尚潮流。,2
2616,时,shí,名词,计时单位,卯时是一天中的早晨五点到七点。,马拉松运动员用了两小时三十分钟跑完全程。,2
2617,时,shí,名词,机会；时机,失时不候，机会一旦错过就很难再遇到。,抓住时机，果断行动，才能取得成功。,2
2618,时,shí,副词,时常；有时,他时时提醒自己要努力学习。,他时常回忆起童年时在乡村的美好时光。,2
2619,时,shí,副词,时而…时而…,这场雨时断时续地下了一整天。,天气时晴时雨，出门记得带伞。,2
2711,就,jiù,动词,接近或靠近某物或某人,为了团队的和谐，他选择迁就别人的意见。,孩子们就着篝火，听爷爷讲古老的故事。,2
2712,就,jiù,动词,开始从事某项工作或活动,所有人员已经就位，准备开始行动。,大学毕业后，他就职于一家知名科技公司。,2
2713,就,jiù,动词,遭受或承受某种待遇,敌军被我方包围后就歼。,在这次比赛中，他就受到了评委们的一致好评。,2
2714,就,jiù,动词,完成或确定某事,他的努力终于得到了成就。,经过多次修改，这份报告终于就绪可以提交了。,2
2715,就,jiù,副词,利用当前的便利条件,既然顺路，就便帮你把东西带过去。,趁着天气晴朗，我们就去郊外野餐吧。,2
2716,就,jiù,动词,将菜肴与主食或酒搭配食用,花生仁儿就酒，越喝越有。,吃饺子的时候，我喜欢用醋就着吃，味道特别好。,1
2717,就,jiù,介词,表示动作涉及的对象或范围,他们就这个问题进行了讨论。,他就这个问题发表了详细的看法，大家都很赞同。,2
2718,就,jiù,副词,表示立即或在短时间内,你别急，我就来。,你再等一会儿，我马上就完成手头的工作。,2
2719,就,jiù,副词,表示事情发生或结束得早,他十五岁就参加革命了。,他从小就表现出对音乐的浓厚兴趣。,2
2720,就,jiù,副词,表示前后事件紧密相连,有什么想法，想起来就说。,他一进门就发现房间被打扫得干干净净。,2
2721,就,jiù,副词,表示在特定条件下自然发生的情况,只要用功，就能学好。,只要努力学习，成绩就一定会提高。,2
2722,就,jiù,副词,表示数量、次数或能力上的对比优势,你们两个小组一共才十个人，我们一个小组就十个人。,这次考试，他就比上次多考了二十分。,2
2723,就,jiù,副词,用于相同成分之间，表示容忍,大点儿就大点儿吧，买下算了。,丢就丢了吧，反正也不是什么贵重物品。,2
2724,就,jiù,副词,表示原本或早已如此,街道本来就不宽，每逢集市更显得拥挤了。,这座桥早在十年前就已经建成了。,1
2725,就,jiù,副词,仅仅或只,以前就他一个人知道，现在大家都知道了。,他就带了一件外套，没想到天气突然变冷了。,2
2726,就,jiù,副词,表示坚决的态度,我就不信我学不会。,我就不信这个邪，一定要亲自试试看。,2
2727,就,jiù,副词,表示事实正是如此,那就是他的家。,这就是我想要的那本书，终于找到了。,2
2728,就,jiù,连词,表示假设的让步，与“就是”相同,你就送来，我也不要。,就下雨了，我们也要按时出发，不能耽误行程。,2
2811,出,chū,动词,从内部到外部（与“进”相对）,快点出来，大家都在等你。,他每天早晨七点准时出门去上班。,1
2812,出,chū,动词,到达某场合,他将出席这次重要的会议。,春天来了，万物复苏，大地呈现出一片生机勃勃的景象。,1
2813,出,chū,动词,超过限度,她的行为已经明显出轨。,他的表现超出了所有人的预期，获得了大家的一致好评。,1
2814,出,chū,动词,往外拿,他为了帮助朋友，主动出钱支持。,为了帮助灾区人民，大家纷纷出钱出力，共渡难关。,1
2815,出,chū,动词,生产或发生,这座矿山每天都能出煤几百吨。,这片土地出产的水果特别香甜，深受消费者喜爱。,1
2816,出,chū,动词,发行出版物,这家出版社出了不少好书。,这本新书即将由知名出版社出版，预计下个月上市。,1
2817,出,chū,动词,发出或宣泄,春天到了，树枝开始出芽儿。,他最近压力很大，需要找个方式出出气，放松一下心情。,1
2818,出,chū,动词,引文、典故等见于某处,语出《老子》。,这个典故最早出自《史记》的项羽本纪。,1
2819,出,chū,动词,显露,他的作品因独特的风格而出名。,经过打磨后，这块玉石终于显出了温润的光泽。,1
2820,出,chū,动词,显得数量多,用机米做饭，出饭量特别多。,这种大米特别出饭，一斤能煮出三斤米饭来。,1
2821,出,chū,动词,支付款项,她担任公司的出纳工作。,上个月公司的支出比预算多出了两万元。,1
2822,出,chū,动词,方言：表示向外,散会了，大家往出走。,他匆匆往出跑，连外套都忘了穿。,1
2823,出,chū,量词,戏曲剧目单位,今晚剧院安排了三出戏。,今晚剧院将上演一出经典的京剧《霸王别姬》。,1
2824,出,chū,助词,动词补语，表完成或趋向,从他的表情中看得出他很紧张。,她终于想出了一个解决这个难题的好办法。,1
2911,说,shuō,动词,用话来表达意思,我不会唱歌，只说了个笑话。,老师用生动的语言向我们说明了这个物理原理。,1
2912,说,shuō,动词,解释,一说就明白。,请你说清楚这件事的前因后果，我们才能判断。,1
2913,说,shuō,名词,言论;主张,这是一种古老的学说。,他的学说在学术界引起了广泛的讨论和争议。,1
2914,说,shuō,动词,责备；批评,他因为迟到挨说了。,经理把犯错的下属叫到办公室狠狠说了一顿。,1
2915,说,shuō,动词,说媒；介绍,媒婆正在为她说婆家。,王阿姨热心地说成了好几对年轻人的婚事。,1
2916,说,shuō,动词,意指；暗指,他这段话是说谁呢？,他这番话明显是冲着总经理说的，大家心知肚明。,1
2921,说,shuì,动词,劝说；说服,他是一位擅长游说的外交官。,苏秦游说六国合纵抗秦，展现了非凡的外交才能。,1
3011,会,kuài,名词,总数；合计,他是公司的一名会计。,会计正在会议室里会总本季度的财务数据。,1
3021,会,huì,动词,聚集；集合,两支部队在山谷中会合。,校友们约定在母校百年校庆时会同欢聚。,1
3022,会,huì,动词,见面；碰面,他们计划在明天会面。,两国领导人将在下个月会面讨论贸易合作事宜。,1
3023,会,huì,名词,有特定目的的集会,我们将在晚会上表演节目。,公司每年都会召开全体员工大会总结年度工作。,1
3024,会,huì,名词,组织；团体,工会为员工争取了更多福利。,红十字会正在灾区开展紧急救援工作。,1
3025,会,huì,名词,在寺庙举行的集市活动,他赶会去了。,庙会期间，古老的街道上挤满了前来赶集的百姓。,1
3026,会,huì,名词,民间宗教集会活动,北京和上海都是国际化大都会。,每年农历三月，村民们都会举办盛大的香会，祈求风调雨顺。,1
3027,会,huì,名词,民间互助储蓄组织,这里是一个繁华的都会。,我们社区成立了一个互助会，每月大家交钱，轮流帮助有需要的家庭。,1
3028,会,huì,名词,主要的城市,每个人都向往美好的都会生活。,上海是中国最重要的经济会之一，吸引了众多国际企业。,1
3029,会,huì,名词,时机,这是一个难得的机会。,这次合作是个难得的会，我们必须好好把握。,1
3030,会,huì,副词,恰好；碰巧,会有客来。,我正想找你商量这件事，会你来了，真是巧啊。,1
3031,会,huì,动词,应该；应当,长风破浪会有时。,君子之交淡如水，会当如此。,1
3032,会,huì,动词,理解；明白,我深刻体会到了这次经历的意义。,经过老师的耐心讲解，我终于会了这个数学难题。,1
3033,会,huì,动词,熟悉；通晓,她会英文，所以交流没有障碍。,他精通多国语言，尤其会法语和德语。,1
3034,会,huì,动词,表示懂得怎样做或有能力做(多半指需要学习的事情),我不会滑冰。,只要多练习，你一定会弹好这首钢琴曲的。,1
3035,会,huì,动词,擅长,他能说会道，总能把事情解释得很清楚。,她不仅会唱歌，还会跳舞，真是多才多艺。,1
3036,会,huì,动词,表示有可能实现,他不会不来，你放心吧。,明天可能会下雨，记得带伞出门。,1
