rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
10211,1,救国,jiù guó,,,动,拯救面临危亡的祖国,寻求救国之路,Save the nation
10212,1,订购,dìng gòu,,,动,预约购买（物品等）,订购教材,Order
10214,1,倾注,qīng zhù,,,动,比喻把感情、精力、心血等集中到某一目标上,倾注心血,Devote
10214,2,倾注,qīng zhù,,,动,（液体）从高处流入,雪水倾注到江河里。,Pour into
10215,1,计较,jì jiào,,,动,计算得非常仔细，毫不让步,斤斤计较｜他对这些小事从不计较。,Haggle over
10215,2,计较,jì jiào,,,动,争辩；较量,不要和他计较了，免得气坏了身体。,Argue
10215,3,计较,jì jiào,,,动,打算；商议,这件事等你爸爸回来再作计较。,Plan
10216,1,入场券,rù chǎng quàn,,,名,进入某些活动场所的凭证；也比喻参加某种赛事的资格,影院入场券｜争夺世界杯足球赛入场券。,Admission ticket
10217,1,脱困,tuō kùn,,,动,摆脱困境,帮助灾民脱困,Get out of difficulty
10218,1,争胜,zhēng shèng,,,动,争取获得胜利,争胜心切,Strive for victory
10219,1,点收,diǎn shōu,,,动,查点接收,点收来货,Check and accept
10220,1,舞弊,wǔ bì,,,动,用欺骗的手段暗中做违法乱纪的事,考场舞弊｜营私舞弊,Engage in fraud
10221,1,追溯,zhuī sù,,,动,向着江河源头逆流而行；比喻逆着时间顺序探求事物的根源,追溯历史渊源,Trace back to
10222,1,经由,jīng yóu,,,动,经过,经由苏北进入山东境内。,Via
10223,1,逐一,zhú yī,,,副,逐个；一一,逐一解决,One by one
10224,1,收市,shōu shì,,,动,集市、市场等停止交易或营业,市场五点收市｜商店准备收市,Close (market)
10225,1,戒指,jiè zhi,,,名,戴在手指上的环形装饰品，多用金银、玉石等制成,戴上结婚戒指｜戒指很漂亮,Ring
10226,1,嘉宾,jiā bīn,,,名,对来宾的尊称,欢迎各位嘉宾｜嘉宾致辞,Distinguished guest
10227,1,小汽车,xiǎo qì chē,,,名,【小轿车】供人乘坐、有沙发式座位的小型汽车,开小汽车出行｜买了辆小汽车,Car
10230,1,信封,xìn fēng,,,名,装信的纸袋，有封口,写好信装信封｜贴上邮票寄信封,Envelope
10231,1,吉普,jí pǔ,,,名,英语 jeep 音译。一种前后轮都能驱动的中、小型越野汽车。,（也说吉普车。）,Jeep
10232,1,年利,nián lì,,,名,年息,计算年利收益｜年利率是多少,Annual interest
10233,1,破烂,pò làn,,,形,残破；破旧,破烂的围墙｜破破烂烂的猪舍,Shabby
10236,1,水道,shuǐ dào,,,名,水流的通道，包括江、河、沟、渠等；也指建筑物的上下水管道,这条水道是重要的运输通道｜城市的下水道需要定期清理,Water channel
10236,2,水道,shuǐ dào,,,名,水路,市内水道纵横，交通便利。,Waterway
10237,1,呼喊,hū hǎn,,,动,喊叫；叫唤,呼喊救命｜你呼喊什么!轻点儿不行吗?,Shout
10238,1,病床,bìng chuáng,,,名,病人睡的床；特指医疗单位专供住院病人用的床,家庭病床｜这家医院有300张病床。,Hospital bed
10240,1,富人,fù rén,,,名,钱财很多的人,富人捐款帮助贫困学生,Rich person
10242,1,敏捷,mǐn jié,,,形,（思维、动作等）灵敏快捷,才思敏捷｜非常敏捷地跳了过去。,Agile
10243,1,天国,tiān guó,,,名,基督教指上帝所治理的国度，是人死后灵魂得救的地方；比喻理想世界,基督徒相信灵魂会进入天国｜这本书描绘了理想的天国,Kingdom of Heaven
10243,2,天国,tiān guó,,,名,太平天国的简称,太平天国是中国历史上重要的农民起义,Taiping Heavenly Kingdom
10244,1,深渊,shēn yuān,,,名,极深的水；比喻危险、困难或罪恶的处境,无底深渊｜罪孽的深渊,Abyss
10245,1,劣质,liè zhì,,,形,质量差的,劣质工程｜做工太劣质了,Inferior quality
10246,1,后续,hòu xù,,,形,后边接上来的,后续工程,Follow-up
10247,1,名利,míng lì,,,名,指个人的名誉地位和物质利益,他不追求名利，只求心安｜名利对他来说并不重要,Fame and gain
10248,1,显而易见,xiǎn ér yì jiàn,,,,事态或道理非常明显，非常容易看清,这个道理显而易见｜他的错误显而易见,Obvious
10249,1,不慎,bù shèn,,,形,不谨慎；不小心,不慎遗失了身份证｜稍有不慎，便要出差错。,Careless
10250,1,民主政治,mín zhǔ zhèng zhì,,,,保证人民群众享有参与政治生活和国家事务以及对国事自由发表意见等权利的政治制度。社会主义民主政治的本质是人民当家作主，是国家的一切权力属于人民。其主要内容包括民主选举、民主决策、民主监督和民主执政等,民主政治保障人民权利｜我国实行社会主义民主政治,Democratic politics
10251,1,想见,xiǎng jiàn,,,动,由推想而得知,由此可以想见两位老人的生活是多么清苦。,Infer
10252,1,就绪,jiù xù,,,动,（事情）处置妥当；安排停当,运动会的筹备工作大体就绪｜一切安排就绪,Be ready
10253,1,领头,lǐng tóu,,,动,带头,领头无偿献血｜领头闹事,Take the lead
10254,1,精通,jīng tōng,,,动,深入地了解；熟练地掌握,精通业务｜诗、词、赋无不精通。,Master
10255,1,村镇,cūn zhèn,,,名,村庄集镇,这个村镇发展很快｜村镇建设越来越好,Villages and towns
10256,1,条文,tiáo wén,,,名,法规、章程等文件中分条说明的文字,政策条文｜婚姻法条文,Article
10257,1,滋生,zī shēng,,,动,产生；引起,滋生贪欲｜铲除滋生腐败的土壤。,Breed
10259,1,白皮书,bái pí shū,,,名,某些国家政府或议会正式发表的有关政治、经济、外交等重大问题的文件，其中封面为白色的称白皮书。不同国家或不同类型的文件，有不同的习惯颜色，如红皮书、蓝皮书、黄皮书等,政府发布了外交政策白皮书｜这份白皮书很重要,White paper
10260,1,历任,lì rèn,,,动,先后担任,历任乡长、县长、市长等职。,Have successively held posts
10260,2,历任,lì rèn,,,名,以往各任,我厂领导历任都是工程师。,Previous officeholders
10261,1,光耀,guāng yào,,,动,显扬；光大,光耀师门,Glorify
10261,2,光耀,guāng yào,,,动,光辉照耀,光耀神州,Shine
10261,3,光耀,guāng yào,,,形,光彩；荣耀,光耀荣华,Glorious
10261,4,光耀,guāng yào,,,名,光亮；光辉,光耀可鉴,Brilliance
10262,1,短信,duǎn xìn,,,名,短信息,他给我发了条短信｜短信联系很方便,Text message
10262,2,短信,duǎn xìn,,,名,文字简短的书信,写了封短信,Short letter
10263,1,山脚,shān jiǎo,,,名,山坡与平地相连接的地方,我们在山脚下休息｜山脚下有个小村庄,Foot of a mountain
10265,1,直奔,zhí bèn,,,动,径直向某处去,直奔火车站,Head straight for
10266,1,紫色,zǐ sè,,,名,红和蓝合成的颜色,她喜欢紫色的裙子｜紫色代表高贵,Purple
10268,1,能人,néng rén,,,名,指有突出才能或某种本领的人,他是个大能人,Capable person
10269,1,倍增,bèi zēng,,,动,成倍地增长,产量倍增｜力量倍增,Multiply
10270,1,无期,wú qī,,,动,没有期限；不知何时,遥遥无期｜相会无期,Indefinite
10271,1,军医,jūn yī,,,名,军队里的专职医生,军医正在救治伤员｜他是部队的军医,Military doctor
10272,1,丫头,yā tou,,,名,旧时儿童梳在头顶两旁上翘的抓髻；借指女孩儿,几年不见，这丫头越发长得水灵了。,girl
10272,2,丫头,yā tou,,,名,丫环,这个丫头很勤快｜她以前是府里的丫头,maidservant
10273,1,抱歉,bào qiàn,,,动,心里觉得对不起别人而不安,错怪了你，实在抱歉。,apologize
10275,1,抗灾,kàng zāi,,,动,采取措施，战胜自然灾害或减轻灾害造成的损失,抗灾自救,fight disasters
10277,1,哲理,zhé lǐ,,,名,有关宇宙和人生的根本原理,哲理诗｜这条格言颇有哲理,philosophy
10278,1,试用,shì yòng,,,动,正式使用前，先用一用看看是否符合要求,试用品｜试用阶段,trial use
10279,1,出走,chū zǒu,,,动,出奔；因环境或情势所迫而悄悄地离开家庭或所在地,儿童辍学出走现象不容忽视｜只身出走,run away
10280,1,报到,bào dào,,,动,向有关单位报告自己已经来到,新职工到劳动人事处报到。,report for duty
10281,1,固执,gù zhi,,,形,形容顽固地认定某种道理或做法，不愿变通,他很固执，听不进别人的意见。,stubborn
10281,2,固执,gù zhi,,,动,顽固坚持,固执己见,persist stubbornly
10282,1,蒙受,méng shòu,,,动,遭受；受到,蒙受灾难,suffer
10283,1,饭菜,fàn cài,,,名,饭和菜,饭菜可口,meal
10284,1,空虚,kōng xū,,,形,里面没有东西；比喻实际力量薄弱，精神不充实,敌人兵力空虚｜内心空虚,empty
10285,1,近似,jìn sì,,,动,接近于；类似,近似值｜那时的“讲武堂”与现在的军官学校近似。,approximate
10287,1,用具,yòng jù,,,名,工作、生活中使用的各种器具的统称,学习用具｜办公用具,utensils
10288,1,划定,huà dìng,,,动,划分并确定（界限、范围等）,划定边界｜划定管辖的地段,delimit
10289,1,辗转,zhǎn zhuǎn,,,动,（躺在床上）来回翻身,辗转反侧,toss and turn
10289,2,辗转,zhǎn zhuǎn,,,动,几经转手；经过许多地方,辗转相告｜几经辗转，终于回到祖国。,pass through many places
10290,1,滞留,zhì liú,,,动,停留在某处,滞留海外｜暴风雪使大批旅客滞留机场。,stay
10292,1,图形,tú xíng,,,名,画成的物体的形状,图形很美｜梅花图形,figure
10292,2,图形,tú xíng,,,名,几何图形的简称,这个图形很复杂｜请画出这个几何图形,geometric figure
10293,1,留意,liú yì,,,动,留心；注意,一不留意就要出错。,pay attention
10294,1,里拉,lǐ lā,,,名,意大利、马耳他等国的旧本位货币,里拉曾是意大利货币｜他收藏了一些旧里拉,lira
10294,2,里拉,lǐ lā,,,量,意大利、马耳他等国的旧本位货币单位，1意大利里拉等于100分,这件古董价值一万里拉,lira
10295,1,言说,yán shuō,,,动,谈论；表述,不能言说,speak
10296,1,门路,mén lù,,,名,解决问题的途径或诀窍,开辟经营门路,way
10296,2,门路,mén lù,,,名,特指投机取巧、以达到个人目的的途径,堵塞少数人跑官的门路。,underhand method
10297,1,周岁,zhōu suì,,,量,人出生每满1年为1周岁,孩子今天满周岁｜他刚过三周岁生日,year of age
10297,2,周岁,zhōu suì,,,名,人出生满1年的时间,他刚满周岁,first birthday
10298,1,随同,suí tóng,,,动,跟随；陪同,随同领导视察,accompany
10299,1,卷烟,juǎn yān,,,名,卷成细杆状或喇叭状的烟，包括香烟、雪茄。俗称烟卷儿,他抽着卷烟｜卷烟有害健康,cigarette
10299,2,卷烟,juǎn yān,,,动,用纸把烟丝或烟末儿卷成细杆状或喇叭状,他会自己卷烟｜老人正在卷烟,roll cigarettes
10300,1,华裔,huá yì,,,名,指华侨在旅居国所生的子女；也泛指在国外的华人后代,他是美籍华裔｜很多华裔回国投资,overseas Chinese descendant
10300,2,华裔,huá yì,,,名,古代指我国四邻和边远地方,古代华裔指边疆民族,border regions
10302,1,养活,yǎng huo,,,动,提供生活费用或必需品使能生存下去,他靠打工养活一家子。,support
10302,2,养活,yǎng huo,,,动,饲养（家禽、牲畜等）,我没有工夫养活宠物。,raise
10303,1,网民,wǎng mín,,,名,经申请正式参加国际电脑网络中心的人；泛指电脑网络用户,网民数量不断增加｜他是资深网民,netizen
10304,1,球门,qiú mén,,,名,设置在足球、手球、冰球等比赛场地两端像门的架子，是射球的目标,球门被射穿了｜守门员守在球门前,goal
10305,1,生发,shēng fā,,,动,滋生发展（多用于抽象事物）,从这个论点生发开去。,develop
10306,1,小队,xiǎo duì,,,名,队伍编制中的基层单位，在中队之下,这个小队表现突出｜他是小队长,squad
10306,2,小队,xiǎo duì,,,名,20世纪50—80年代我国农村人民公社大队下一级的组织形式,小队是公社的基层单位,production team
10307,1,别致,bié zhì,,,形,独特而富有情趣,造型别致｜房间的布置很别致。,unique
10308,1,商城,shāng chéng,,,名,指建筑空间很大的连片的商业群体；也指建筑空间很大的商场,新建的商城很大｜这个商城商品齐全,shopping mall
10309,1,逆差,nì chā,,,名,指国际贸易中进口商品超过出口商品的贸易差额（跟“顺差”相区别）,贸易出现逆差｜逆差影响经济发展,trade deficit
10310,1,小生,xiǎo shēng,,,名,传统戏曲中生角的一种，主要扮演青年男子。根据人物性格、身份不同又分雉尾生、纱帽生、扇子生、穷生、武小生等,他擅长演小生｜小生是戏曲重要行当,young male role
10310,2,小生,xiǎo shēng,,,名,年轻读书人的自称（多见于早期白话）,小生这厢有礼了,young scholar (self-reference)
10311,1,走动,zǒu dòng,,,动,行走；活动,久病卧床，不能走动。,walk about
10311,2,走动,zǒu dòng,,,动,（亲朋间）互相来往,亲戚朋友总要经常走动走动。,visit each other
10312,1,拍照,pāi zhào,,,动,拍摄照片,请帮我拍照｜他在公园拍照,take photos
10313,1,闻人,wén rén,,,名,〈文〉有名气的人,学界闻人,famous person
10314,1,轮廓,lún kuò,,,名,事物的大致情形,介绍了事件的大致轮廓。,outline
10314,2,轮廓,lún kuò,,,名,构成图形或物体的外侧边缘的线条,竹林农舍的轮廓已看不清。,contour
10314,3,轮廓,lún kuò,,,名,在绘画或素描中界定一个人体、物体、图形等外缘的线条,勾画轮廓,outline
10315,1,会心,huì xīn,,,动,领悟到别人没有明说的心思,会心地笑了｜彼此会心地点了点头。,understand tacitly
10316,1,嫂子,sǎo zi,,,名,【嫂】哥哥的妻子,嫂子很关心我｜我嫂子是老师,sister-in-law
10317,1,预案,yù àn,,,名,预先制订的应对可能发生的情况的方案,制定了应急预案｜这个预案很完善,contingency plan
10319,1,广义,guǎng yì,,,名,范围较为宽泛的定义（跟“狭义”相区别）,广义的现代汉语包括普通话和方言，狭义的现代汉语只指普通话。,broad sense
10321,1,驾驭,jià yù,,,动,使按照自己的意愿行事；控制,驾驭语言的能力,control
10321,2,驾驭,jià yù,,,动,驱使牲口或车行进,驾驭烈马,drive
10322,1,序列,xù liè,,,名,按顺序排成的行列,长长的序列,sequence
10322,2,序列,xù liè,,,名,系统；系列,两支部队序列不同。,series
10323,1,异国,yì guó,,,名,外国；别国,异国风情｜客居异国,foreign country
10324,1,同级,tóng jí,,,动,属同一级别,同级待遇,same level
10324,2,同级,tóng jí,,,动,属同一年级,我和他同级不同班。,same grade
